1.199216296498596818e-01,1.000000000000000000e+02,1.275348238837213088e+01,6.051904606914444429e-01,6.552762201901819461e-01,1.759711423634518601e+00,4.179390655358236017e+01,7.152924011695843376e+01,1.457881876733941586e-03
1.859742776261697400e-65,1.281533373558144764e-105,-8.868106031192433055e-101,0.000000000000000000e+00,4.289275402294296677e-23,1.317625098271881422e-45,4.330363370823781021e-05,1.495363730730348903e-82,-1.289599984488159483e-72
7.956686776976054156e-122,3.607053479057820383e-227,1.741854236961422973e-247,0.000000000000000000e+00,0.000000000000000000e+00,-4.940656458412465442e-322,7.879433826038147152e-23,9.881312916824930884e-322,4.940656458412465442e-322
4.940656458412465442e-322,4.940656458412465442e-322,4.940656458412465442e-322,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.940656458412465442e-322,4.940656458412465442e-322,4.940656458412465442e-322
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.940656458412465442e-322
0.000000000000000000e+00,0.000000000000000000e+00,4.940656458412465442e-322,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.940656458412465442e-322,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.164135558691736669e-287,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.974575405556039463e-26,7.517918400862956934e-10,1.724364708720410081e-22,1.002871670361466326e-26,5.156933534426403343e-01,5.013547217491784524e-55,0.000000000000000000e+00,3.124396098246567645e-10,5.151056465561668386e-21
4.940656458412465442e-322,0.000000000000000000e+00,1.435798192598543999e-09,-1.868786788316886853e-219,4.940656458412465442e-322,2.883711493781502178e-165,0.000000000000000000e+00,2.442457602430999714e-218,1.017976196414050835e-49
-4.940656458412465442e-322,0.000000000000000000e+00,-4.940656458412465442e-322,-4.940656458412465442e-322,4.940656458412465442e-322,0.000000000000000000e+00,0.000000000000000000e+00,-2.660219089983849585e-162,-4.940656458412465442e-322
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.217495383551247798e-162,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.946348655770388617e-112,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.946348655770388617e-112,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
